company_registration_number,donor_name_as_published,donation_rows,rows_that_would_become_signals,distinct_members,first_accepted,last_accepted,total_pence
02911830,"Vanguard Capital Limited",1,0,0,2015-02-28,2015-02-28,750000
02902281,"Gibraltar (UK) Ltd",1,0,0,2014-03-25,2014-03-25,200000
02890014,"Zyex Limited",1,0,0,2005-01-30,2005-01-30,132450
2063853,"ENRICH GARDEN INVESTMENTS LTD",1,0,0,2023-02-06,2023-02-06,5000000
2067326,"KCS Print Holdings Ltd",1,0,0,2009-12-31,2009-12-31,252519
02889070,"MSG Sandhurst Ltd",1,0,0,2007-06-19,2007-06-19,190350
2070874,"Biocair International Ltd",1,0,0,2002-08-10,2002-08-10,200000
02889003,"Strongfield Technologies Limited",1,0,0,2013-07-31,2013-07-31,1000000
2080245,"Bloor Holdings LTD",1,0,0,2021-03-18,2021-03-18,15000000
2081854,"Lion Associates Ltd",1,0,0,2001-03-16,2001-03-16,1500000
2083971,"Walton Strada Ltd",1,0,0,2008-04-26,2008-04-26,150000
2084187,"J O Sims Limited",1,0,0,2019-11-08,2019-11-08,1000000
208958,"Shore Capital Group Plc",1,0,0,2008-10-10,2008-10-10,850000
02887540,"CTX Europe Ltd",1,0,0,2004-01-15,2004-01-15,3090000
00166957,"Peel Holdings Plc",1,0,0,2001-11-29,2001-11-29,528700
2095421,"Trosol",1,0,0,2024-01-05,2024-01-05,250000
02887274,"Zandra Rhodes Enterprises Ltd",1,0,0,2004-07-28,2004-07-28,215000
210815,"Dolphin Head Group Holdings Plc",1,0,0,2008-11-10,2008-11-10,289050
SC222384,"Speyfield Limited",1,0,0,2015-02-08,2015-02-08,500000
2135433,"Venture Marketing Group Ltd",1,0,0,2007-10-04,2007-10-04,3000000
2135730,"Markerstudy Insurance Services Limited",1,0,0,2019-12-06,2019-12-06,1500000
02886407,"Danley Estates Limited",1,0,0,2007-09-12,2007-09-12,159200
2155485,"THE CLARENDON GROUP LIMITED",1,0,0,2019-08-29,2019-08-29,500000
02884096,"V R M (Bicester Village) Ltd",1,0,0,2017-03-30,2017-03-30,200000
SC223952,"Glenerrol Ltd",1,0,0,2016-11-04,2016-11-04,280000
02876436,"Pearl Properties Ltd",1,0,0,2005-01-31,2005-01-31,2500000
02875798,"Hopkins Homes Ltd",1,0,0,2014-11-07,2014-11-07,500000
2165303,"Blem Information Management Ltd",1,0,0,2021-08-28,2021-08-28,500000
2167331,"Awan Marketing International Limited",1,0,0,2019-11-27,2019-11-27,500000
2167543,"Think BDW Ltd",1,0,0,2017-05-09,2017-05-09,200000
02874245,"Hervia Limited",1,0,0,2010-04-09,2010-04-09,1000000
2174993,"DLA & Partners Ltd",1,0,0,2002-10-12,2002-10-12,600000
00164692,"Carver (Wolverhampton) Ltd",1,0,0,2020-02-10,2020-02-10,200000
2184046,"Finsbury Limited",1,0,0,2003-07-21,2003-07-21,570000
2185995,"Yorkshire Land Ltd",1,0,0,2023-11-06,2023-11-06,200000
02874121,"Mirage Leisure Ltd",1,0,0,2005-05-10,2005-05-10,500000
2189561,"ICAP Management Services Ltd",1,0,0,2013-05-03,2013-05-03,850000
02873445,"Gallagher UK Ltd",1,0,0,2007-04-18,2007-04-18,25000000
2235257,"The Hume House & ED Bonner Co Ltd",1,0,0,2014-04-27,2014-04-27,200000
2240230,"A.B. Produce Plc",1,0,0,2009-02-25,2009-02-25,218000
2243105,"Transmatic Fyllan Limited",1,0,0,2019-11-14,2019-11-14,1000000
02863720,"European Terminals Ltd",1,0,0,2015-02-12,2015-02-12,300000
02861582,"Euro Property Investments Ltd",1,0,0,2020-01-31,2020-01-31,1000000
226119,"Marcus Evans Ltd",1,0,0,2008-12-31,2008-12-31,880500
2261190,"Marcus Evans Ltd",1,0,0,2010-03-31,2010-03-31,998700
02857005,"Star Reefers UK Ltd",1,0,0,2009-07-14,2009-07-14,2350000
2262305,"Chelgate Ltd",1,0,0,2004-08-09,2004-08-09,900000
2265768,"Vox Pops International Ltd",1,0,0,2008-09-30,2008-09-30,600000
22674,"Banks Developments (Sponsorship)",1,0,0,2008-10-21,2008-10-21,200000
02853596,"Map Group UK Ltd",1,0,0,2020-01-28,2020-01-28,500000
02853595,"Apogee Corporation Limited",1,0,0,2015-06-30,2015-06-30,750000
2272966,"Ransome's Dock Ltd",1,0,0,2008-05-31,2008-05-31,500000
02850626,"Hodson Developments Limited",1,0,0,2017-05-16,2017-05-16,500000
02844542,"WFT London Limited",1,0,0,2009-10-30,2009-10-30,500000
02842995,"Best at Travel PLC",1,0,0,2016-02-02,2016-02-02,1250000
227837,"Harris Ventures Ltd",1,0,0,2008-11-27,2008-11-27,833334
02841970,"BMG Research Ltd",1,0,0,2016-11-11,2016-11-11,999500
2285142,"Flying Trade Ltd T/A SURYA",1,0,0,2019-11-22,2019-11-22,250000
2297920,"Gallagher Group Limited",1,0,0,2019-10-30,2019-10-30,254410
2299069,"IGNIS LIMITED",1,0,0,2017-06-30,2017-06-30,250000
2302661,"Autoforge Limited",1,0,0,2023-02-14,2023-02-14,1000000
230773,"Towcester Racecourse Co. LTD",1,0,0,2012-05-16,2012-05-16,500000
02840389,"Tamasha Ltd",1,0,0,2010-05-04,2010-05-04,250000
2322042,"Seymour Manufacturing International Ltd",1,0,0,2004-05-06,2004-05-06,1100000
232799,"Stagecoach East Midlands",1,0,0,2009-10-15,2009-10-15,122113
2328215,"Wise Trading Limited",1,0,0,2017-05-05,2017-05-05,200000
2336704,"Technix Rubber & Plastic Ltd",1,0,0,2003-05-22,2003-05-22,120000
02827132,"Biker Group Limited",1,0,0,2024-07-31,2024-07-31,750000
2343583,"Buckley Jewellery Ltd",1,0,0,2010-03-08,2010-03-08,2500000
02823139,"Precision Varionics International Ltd",1,0,0,2001-07-05,2001-07-05,499500
2353697,"Jardentome Limited",1,0,0,2019-11-09,2019-11-09,300000
235446,"Ford Motor Company",1,0,0,2003-04-01,2003-04-01,186000
02821075,"Manro Haydan Trading",1,0,0,2005-02-10,2005-02-10,1000000
02815753,"Associated Technologies Ltd",1,0,0,2002-12-24,2002-12-24,500000
02814897,"Canaccord Adams Ltd",1,0,0,2009-10-08,2009-10-08,2500000
02812206,"Ernst & Young Services Ltd",1,0,0,2003-03-17,2003-03-17,2396700
SC224991,"Brandon Homes Construction Limited",1,0,0,2009-10-02,2009-10-02,265000
236297,"Somerset Cider Brandy Company Ltd",1,0,0,2008-11-20,2008-11-20,500000
2365913,"Barnfield Construction ltd",1,0,0,2012-04-11,2012-04-11,200000
2366616,"United Utilities Plc",1,0,0,2009-10-31,2009-10-31,250000
SC228749,"Subsea 7 (UK Service Company) Ltd",1,0,0,2009-07-06,2009-07-06,850000
236663,"Kelda Group plc",1,0,0,2008-02-18,2008-02-18,500000
2366700,"Northumbrian Water Ltd",1,0,0,2009-01-24,2009-01-24,457369
2366970,"E.ON UK PLC - Sponsorship",1,0,0,2007-10-08,2007-10-08,1000000
2373675,"Motcomb Estates Ltd",1,0,0,2007-10-24,2007-10-24,3600000
2374162,"Merchant Services Ltd",1,0,0,2007-04-21,2007-04-21,173562
2383775,"Direct Data Capture Ltd",1,0,0,2019-11-15,2019-11-15,400000
2421899,"The 33 Group Ltd",1,0,0,2008-04-07,2008-04-07,450000
02803797,"Dunkleys Limited",1,0,0,2015-04-14,2015-04-14,1000000
2425728,"Blackfield Property Services Ltd",1,0,0,2003-12-31,2003-12-31,120000
02799055,"Oakley Hall Park Ltd",1,0,0,2014-09-19,2014-09-19,378500
0279424,"Tamares Real Estate Investments (UK) Ltd",1,0,0,2010-03-31,2010-03-31,180500
02790915,"Rowland Homes Limited",1,0,0,2015-04-20,2015-04-20,1000000
24458944,"Resource Limited",1,0,0,2003-11-24,2003-11-24,145000
2448409,"CMC Markets UK Plc",1,0,0,2011-06-10,2011-06-10,10000000
2453852,"Gaterule Limited",1,0,0,2019-12-16,2019-12-16,2500000
2457114,"Courtney Investments Ltd",1,0,0,2021-04-29,2021-04-29,1000000
245717,"Aggregate Industries UK Ltd",1,0,0,2008-11-11,2008-11-11,2500000
02790268,"Motion Picture Licensing Company (International) Ltd",1,0,0,2010-04-07,2010-04-07,545000
2464200,"Saatchi",1,0,0,2009-06-30,2009-06-30,1146821
246869,"Aviva Plc (Sponsorship)",1,0,0,2008-12-22,2008-12-22,700000
02789854,"Totemic Limited",1,0,0,2015-04-14,2015-04-14,500000
2473227,"Pelham Incorporated Limited",1,0,0,2017-04-28,2017-04-28,150000
2473403,"Blakeney Holdings Limited",1,0,0,2019-12-05,2019-12-05,1000000
02784155,"Clavering Care Ltd",1,0,0,2009-10-20,2009-10-20,800000
02767989,"NMB Holdings Ltd",1,0,0,2005-05-03,2005-05-03,1000000
02764782,"QSP Ltd",1,0,0,2001-04-24,2001-04-24,800000
2487597,"Arqiva Ltd",1,0,0,2022-10-04,2022-10-04,362813
2488264,"Bell Pottinger Public Affairs",1,0,0,2008-05-16,2008-05-16,180000
2491619,"Hedra Plc",1,0,0,2007-01-02,2007-01-02,2000000
02764757,"The National House Builders Federation Limited",1,0,0,2002-11-07,2002-11-07,940000
SC229428,"RB Ltd",1,0,0,2007-02-23,2007-02-23,200000
02763188,"Hamptonline Ltd",1,0,0,2010-05-11,2010-05-11,5000000
2506664,"Betchton Limited",1,0,0,2019-10-31,2019-10-31,300000
02761419,"Moorlake Properties Ltd",1,0,0,2006-03-31,2006-03-31,5206301
2510580,"Rich Estates Limited",1,0,0,2010-03-02,2010-03-02,1000000
02753333,"Tulseglen Ltd",1,0,0,2001-04-18,2001-04-18,150000
SC231707,"Ochil Developments (UK) Limited",1,0,0,2007-04-16,2007-04-16,2500000
251553,"Le Bas Investment Trust Limited",1,0,0,2019-12-06,2019-12-06,1000000
02744044,"Sofra International Limited",1,0,0,2006-09-28,2006-09-28,500000
2531907,"Highgate Beds",1,0,0,2001-05-24,2001-05-24,200000
02743034,"Progress Industries Limited",1,0,0,2015-03-31,2015-03-31,2000000
02738883,"Turbine helicoptors Ltd",1,0,0,2001-05-28,2001-05-28,626666
254241,"First Corporate Shipping Limited",1,0,0,2008-10-10,2008-10-10,850000
02734921,"John Cotton Gp Ltd",1,0,0,2004-09-02,2004-09-02,1000000
255303,"Jayroma (London) Ltd",1,0,0,2008-10-10,2008-10-10,600000
02714185,"Venson Automotive Solutions Ltd",1,0,0,2007-09-20,2007-09-20,5000000
2553413,"Johnsey Estates 1990 Ltd",1,0,0,2007-12-31,2007-12-31,150000
02711055,"Brothers Drinks Co Ltd",1,0,0,2005-03-16,2005-03-16,200000
2565662,"Alexander Stevens (1995) Ltd",1,0,0,2012-08-26,2012-08-26,200000
02710372,"Strand Europe Ltd",1,0,0,2023-02-28,2023-02-28,500000
02708090,"Allam Marine Limited",1,0,0,2024-06-30,2024-06-30,2500000
SC232008,"Holland Park Homes Limited",1,0,0,2006-09-19,2006-09-19,250000
02707045,"Swansea Industrial Components Ltd",1,0,0,2015-04-22,2015-04-22,200000
02700769,"Durlacher Corporation Plc",1,0,0,2004-06-23,2004-06-23,738150
02694595,"Hospitality Line Ltd",1,0,0,2015-04-13,2015-04-13,200000
02693163,"The Westminster Foundation for Democracy Limited",1,0,0,2026-01-13,2026-01-13,3732160
2596168,"Bestway Limited",1,0,0,2005-02-01,2005-02-01,1000000
2597264,"Clearview Homes Ltd",1,0,0,2018-05-03,2018-05-03,300000
02690974,"Kensington Developments (1991) Limited",1,0,0,2009-06-24,2009-06-24,500000
02684652,"Ambitions Personnel Limited",1,0,0,2020-12-09,2020-12-09,1000000
2608087,"Andrew Wainwright Reform Trust",1,0,0,2022-10-06,2022-10-06,1000000
261436,"David Ord Ltd",1,0,0,2008-11-18,2008-11-18,5000000
02683269,"Notionwide Franking Sense Ltd",1,0,0,2009-10-27,2009-10-27,1605000
2619861,"Ecofin Ltd",1,0,0,2007-12-21,2007-12-21,550000
2628744,"Gulf Real Asset Management Ltd",1,0,0,2021-04-30,2021-04-30,1000000
2631144,"Bell Pottinger Communications Ltd",1,0,0,2011-08-17,2011-08-17,1020000
2635068,"Al Murad DIY Limited",1,0,0,2014-10-21,2014-10-21,329600
2639825,"SINCLAIR ROBERTSON & CO LIMITED",1,0,0,2015-11-15,2015-11-15,500000
2642180,"Harrington & Hallworth Ltd",1,0,0,2008-09-23,2008-09-23,385000
00158956,"Volex PLC",1,0,0,2020-01-07,2020-01-07,1500000
02678853,"Trevelgue Leisure Ltd",1,0,0,2010-03-24,2010-03-24,500000
02675276,"Middleton Enterprises Ltd",1,0,0,2013-10-09,2013-10-09,200000
02670198,"CMS Chemicals Ltd",1,0,0,2004-08-31,2004-08-31,122788
2649059,"Leisure Training Corporation Ltd.",1,0,0,2012-06-08,2012-06-08,500000
265794,"InterMarine Offshore Services Ltd",1,0,0,2008-11-25,2008-11-25,250000
02669279,"Hutton Chemicals Limited",1,0,0,2009-10-23,2009-10-23,200000
2660337,"Hobden Projects Ltd",1,0,0,2008-04-25,2008-04-25,300000
02657940,"InterMarine Offshore Services Limited",1,0,0,2009-12-03,2009-12-03,250000
2675585,"Bestway (Northern) Limited",1,0,0,2011-11-03,2011-11-03,500000
267687,"Weetabix Ltd",1,0,0,2001-03-20,2001-03-20,500000
2687603,"Fort Vale Ltd",1,0,0,2013-06-27,2013-06-27,1050000
2690003,"PHD Modular Access Services Limited",1,0,0,2025-07-16,2025-07-16,400000
2695197,"Currie Jones Associates Ltd",1,0,0,2021-02-22,2021-02-22,200000
SC245323,"Y50 Limited",1,0,0,2008-08-30,2008-08-30,150000
SC245694,"Clyde Valley Drilling Ltd",1,0,0,2006-09-19,2006-09-19,150000
02649066,"Centerpoint Insurance Service Ltd",1,0,0,2004-03-05,2004-03-05,1000000
2713276,"Sterling Capitol Plc",1,0,0,2004-10-01,2004-10-01,16000000
271419,"Venson Automotive Solutions Ltd",1,0,0,2008-10-15,2008-10-15,5000000
02646243 ?,"Walsall Conservative Investments Limited",1,0,0,2023-07-12,2023-07-12,500000
02635632,"Parkhill Estates Limited",1,0,0,2002-03-19,2002-03-19,250000
02629534,"Triangle Partnership Ltd",1,0,0,2001-11-23,2001-11-23,400000
2736120,"Ministry of Sound Ltd",1,0,0,2010-01-15,2010-01-15,130000
02616448,"Floplast Limited",1,0,0,2015-03-23,2015-03-23,200000
2738476,"Texalan Trousers Ltd",1,0,0,2001-05-26,2001-05-26,200000
273961,"P M B Holdings Ltd",1,0,0,2008-12-08,2008-12-08,650000
2743978,"P J Brown (Construction) Ltd",1,0,0,2015-04-28,2015-04-28,997000
02613615,"Nu Flame Limited",1,0,0,2015-06-30,2015-06-30,175000
2754550,"Stanmore Contractors Limited",1,0,0,2024-05-24,2024-05-24,500000
SC248243,"First Oil Exploration (North Sea) Limited",1,0,0,2007-04-11,2007-04-11,1000000
2761533,"H H Associates Ltd",1,0,0,2005-12-01,2005-12-01,96500
02606752,"Irwin Mitchell",1,0,0,2006-07-18,2006-07-18,910000
2764757,"The House Builders Federation",1,0,0,2003-10-01,2003-10-01,1086900
2771432,"TruckEast Ltd",1,0,0,2017-05-30,2017-05-30,200000
2773528,"Targetfollow Estates Ltd",1,0,0,2013-09-21,2013-09-21,495000
02605138,"Savills (L&P) Ltd",1,0,0,2006-07-10,2006-07-10,200000
02597264,"Clearview Homes Limited",1,0,0,2016-02-11,2016-02-11,2000000
278208,"William Hill Organisation Ltd",1,0,0,2013-05-09,2013-05-09,500000
02591373,"Kensington Development",1,0,0,2012-10-14,2012-10-14,800000
2787759,"CROSSIER PROPERTIES LIMITED",1,0,0,2019-09-30,2019-09-30,500000
2791970,"Canary Wharf Group",1,0,0,2010-03-31,2010-03-31,350000
2793828,"British Land Property Advisers Limited",1,0,0,2007-04-22,2007-04-22,150000
02589328,"Fitness Industry Association Limited",1,0,0,2007-08-10,2007-08-10,557500
SC254848,"Homarna Ecostore Limited",1,0,0,2023-12-31,2023-12-31,260000
00141748,"Express Newspapers",1,0,0,,,7680000
2815627,"London Films Ltd",1,0,0,2017-05-30,2017-05-30,1500000
2819722,"Evans Randall Ltd",1,0,0,2008-06-12,2008-06-12,5000000
2819801,"Happybadge Projects Limited",1,0,0,2019-11-19,2019-11-19,5000000
00133936,"Coleman Investments Ltd",1,0,0,2007-02-28,2007-02-28,500000
2835923,"One Source",1,0,0,2001-03-07,2001-03-07,900000
2853595,"APOGEE CORPORATION LIMITED",1,0,0,2017-06-24,2017-06-24,450000
02575563,"Dial House Consultants Ltd",1,0,0,2009-10-23,2009-10-23,600000
2857568,"Labour Rooms (Huddersfield) Limited",1,0,0,2014-04-02,2014-04-02,200000
025750276,"MP Holdings Ltd",1,0,0,2004-05-19,2004-05-19,170100
02566542,"Planit Events Ltd",1,0,0,2004-04-21,2004-04-21,2500000
02553413,"Johnsey Estates (1990) Ltd",1,0,0,2007-05-02,2007-05-02,300000
02542560,"Mirror Group Newspaper",1,0,0,2001-06-07,2001-06-07,500000
02540797,"The Marlow Building Co. Ltd",1,0,0,2007-06-30,2007-06-30,110000
02538085,"Park Lane Homes Ltd",1,0,0,2017-05-23,2017-05-23,300000
02534626,"Earthline Limited",1,0,0,2017-05-11,2017-05-11,400000
02533347,"University of Essex",1,0,0,2020-07-24,2020-07-24,412500
02529147,"Supreme Property Developments Ltd",1,0,0,2005-10-28,2005-10-28,600000
02525806,"Air Charter Service Plc",1,0,0,2013-07-05,2013-07-05,300000
2885669,"CORPORATE RESEARCH FORUM LIMITED",1,0,0,2019-09-30,2019-09-30,250000
02522307,"Reliance Europe Limited",1,0,0,2015-12-21,2015-12-21,2500000
288641,"Dawley Estates Ltd",1,0,0,2008-12-31,2008-12-31,852410
02521249,"Ultima Business Solutions Ltd",1,0,0,2017-05-16,2017-05-16,962500
2887068,"Savanna Rags International Limited",1,0,0,2017-09-06,2017-09-06,250000
288907,"MSG Sandhurst Ltd",1,0,0,2008-11-10,2008-11-10,285650
SC262689,"G1 GROUP PLC VIRGINIA HOUSE 62 VIRGINIA STREET GLASGOW G1 1TX",1,0,0,2011-05-04,2011-05-04,1000000
02516706,"Witnesham Ventures Ltd",1,0,0,2015-03-24,2015-03-24,499900
2891935,"Kingswood Labour Club Limited",1,0,0,2007-12-19,2007-12-19,4000000
02516364,"Apco UK Ltd",1,0,0,2007-08-24,2007-08-24,550000
2903467,"GBM Minerals Engineering Consultants Ltf",1,0,0,2014-08-14,2014-08-14,400000
2904587,"Network Rail Infrastructure Ltd",1,0,0,2005-06-29,2005-06-29,587500
2904597,"EIRP Ltd",1,0,0,2016-06-14,2016-06-14,4000000
2911121,"Bridge Contract Services Ltd",1,0,0,2008-05-21,2008-05-21,150000
02510580,"Rich Estates Limited",1,0,0,2012-10-16,2012-10-16,860000
2926252,"ODL Securities Ltd",1,0,0,2009-04-30,2009-04-30,200000
2937518,"Carlton TV",1,0,0,2002-12-31,2002-12-31,800000
SC262896,"Drum Property Group Ltd",1,0,0,2015-09-16,2015-09-16,200000
2942366,"Toledo Productions Limited",1,0,0,2024-05-30,2024-05-30,50000000
02487241,"Gertler Properties Services Ltd",1,0,0,2005-04-02,2005-04-02,500000
02469757,"Elmbirch Properties Limited",1,0,0,2024-07-24,2024-07-24,500000
2971884,"Richmond Cars Ltd",1,0,0,2019-08-05,2019-08-05,1000000
2987598,"Elite Mobile Limited",1,0,0,2018-03-28,2018-03-28,250000
02466578,"Firoka (Kings Cross) Ltd",1,0,0,2014-11-21,2014-11-21,800000
3002310,"R.Collard Ltd",1,0,0,2023-11-08,2023-11-08,200000
02464910,"Peter Hambro Ltd",1,0,0,2011-09-29,2011-09-29,2500000
3003157,"The London Basement Co Ltd",1,0,0,2007-11-18,2007-11-18,218000
02459918,"Intuition Publishing Ltd",1,0,0,2010-04-06,2010-04-06,5000000
3011034,"Trust Inns Ltd",1,0,0,2008-04-01,2008-04-01,5000000
3013575,"The Video Meeting Company Limited",1,0,0,2005-02-25,2005-02-25,13193000
3016802,"Crag Group Limited",1,0,0,2001-10-21,2001-10-21,900000
301961,"No1 Currency Limited",1,0,0,2008-11-30,2008-11-30,1000000
3020003,"Heyford Park Management Company Ltd",1,0,0,2019-12-10,2019-12-10,500000
3020522,"HCA International Ltd",1,0,0,2011-09-20,2011-09-20,850000
3036025,"Hazard Safety Products Limited",1,0,0,2008-05-28,2008-05-28,500000
SC264196,"Cleartech Water Solutions Co Ltd",1,0,0,2006-11-30,2006-11-30,185000
3039790,"Hub Media",1,0,0,2009-12-10,2009-12-10,661256
3042024,"Clipper Logistics PLC",1,0,0,2020-07-22,2020-07-22,985400
02435604,"Honeywood Enterprises Ltd",1,0,0,2009-10-29,2009-10-29,450000
3055772,"Oakgate Group PLC",1,0,0,2008-06-04,2008-06-04,140000
02420400,"Entertainment and Leisure Software Publishers Association Ltd",1,0,0,2009-08-03,2009-08-03,600000
00115092,"Ilfracombe & District Liberal Club",1,0,0,2004-04-01,2004-04-01,945000
307491,"Fit Print Ltd",1,0,0,2008-12-31,2008-12-31,250000
02413782,"Cake Media Ltd",1,0,0,2012-05-01,2012-05-01,200000
02406364,"Dann & Co (Display) Ltd",1,0,0,2003-11-12,2003-11-12,200000
3080409,"LBI Ltd",1,0,0,2009-10-31,2009-10-31,9300100
00097117,"Selfridges Retail Limited",1,0,0,2009-10-02,2009-10-02,3000000
3082081,"L E Group",1,0,0,2002-11-12,2002-11-12,800000
308628,"Sanders And Partners Ltd",1,0,0,2008-12-31,2008-12-31,120000
3087554,"GHM Ltd",1,0,0,2007-12-01,2007-12-01,180500
3087938,"Clipper Ventures PLC",1,0,0,2019-11-07,2019-11-07,200000
02402893,"Lee Park Properties",1,0,0,2010-03-13,2010-03-13,500000
309498,"Tronos Limited",1,0,0,2019-10-17,2019-10-17,500000
02402714,"Unite Integrated Solutions Ltd",1,0,0,2001-11-07,2001-11-07,1410000
3103760,"RTA Properties Ltd",1,0,0,2007-12-10,2007-12-10,2620000
SC268456,"Kilbride Construction",1,0,0,2009-04-03,2009-04-03,200000
3107220,"Parklane Properties (Leeds) Ltd",1,0,0,2010-03-11,2010-03-11,198000
3109611,"Progress Ltd",1,0,0,2005-04-10,2005-04-10,511000
3110417,"David Manners Group Ltd",1,0,0,2014-10-02,2014-10-02,200000
02386356,"Able UK Limited",1,0,0,2018-11-02,2018-11-02,160000
00092181,"Northampton Machinery Co Ltd",1,0,0,2007-04-19,2007-04-19,180500
SC271815,"TULLOCH DEVELOPMENTS LIMITED",1,0,0,2016-03-31,2016-03-31,200000
02368567,"Dhillon Hotels Ltd",1,0,0,2005-04-21,2005-04-21,194000
3128652,"Thomas Nock Martin Limited",1,0,0,2017-12-20,2017-12-20,152500
3130775,"Watchacre Limited",1,0,0,2005-03-01,2005-03-01,200000
3135665,"Olympic (South) Ltd",1,0,0,2010-03-25,2010-03-25,2500000
3135724,"Wallington Cars & Couriers Limited",1,0,0,2015-01-30,2015-01-30,175000
02366970,"E.On UK PLC",1,0,0,2016-12-07,2016-12-07,840000
3146195,"C F Roberts (Electrical Contractors) PLC",1,0,0,2019-11-14,2019-11-14,200000
3146517,"Stockcity Ltd",1,0,0,2006-12-01,2006-12-01,300000
3147746,"ASHS Ltd",1,0,0,2007-12-20,2007-12-20,550000
3168003,"Deneview Properties Limited",1,0,0,2019-12-16,2019-12-16,3000000
3173270,"The Company Agency Ltd",1,0,0,2001-08-01,2001-08-01,500000
02366682,"Yorkshire Water Services Ltd",1,0,0,2010-11-29,2010-11-29,501709
3187591,"Argent Fund Management Limited",1,0,0,2019-12-05,2019-12-05,1000000
3201640,"Propaganda Agency Limited",1,0,0,2007-12-12,2007-12-12,100000
3202995,"HISL Limited",1,0,0,2003-01-15,2003-01-15,400000
3205872,"Brunswick Public Relations Ltd",1,0,0,2001-08-16,2001-08-16,900000
320784,"National House Building Council",1,0,0,2023-12-31,2023-12-31,1386700
02365913,"Barnfield Construction Ltd",1,0,0,2014-03-13,2014-03-13,180000
3209983,"David Menzies Management Services Ltd",1,0,0,2015-02-27,2015-02-27,200000
321135,"Eco-solutions Ltd",1,0,0,2008-12-31,2008-12-31,250000
3215277,"Aitch Group",1,0,0,2004-02-27,2004-02-27,1000000
SC272877,"Taypoint Limited",1,0,0,2008-04-17,2008-04-17,291863
32263210,"GB Railways Group Plc",1,0,0,2003-02-20,2003-02-20,750000
02359982,"Realreed Ltd",1,0,0,2003-12-11,2003-12-11,900000
3232514,"Liverpool Victoria Insurance (Sponsorship)",1,0,0,2008-07-18,2008-07-18,160000
3234103,"Steffco Limited",1,0,0,2011-05-11,2011-05-11,250000
02356906,"PARAMOUNT ELECTRONICS LIMITED",1,0,0,2022-03-24,2022-03-24,300000
3239223,"Montgomery Waters Ltd",1,0,0,2022-11-16,2022-11-16,250000
3239838,"Ask Property Developments",1,0,0,2004-06-01,2004-06-01,500000
3249040,"ADA Marketing Resources Limited",1,0,0,2005-01-14,2005-01-14,150000
02347461,"Crediton Limited",1,0,0,2013-12-31,2013-12-31,160000
02347002,"DLA Partners Ltd",1,0,0,2001-09-28,2001-09-28,1105000
02337575,"Sunrise Radio Ltd",1,0,0,2009-10-20,2009-10-20,200000
3263608,"Lifetime Training Group Ltd",1,0,0,2011-06-07,2011-06-07,2600000
02334308,"C SPENCER LIMITED",1,0,0,2025-02-11,2025-02-11,500000
SC283699,"Peak Scientific International Ltd",1,0,0,2014-09-30,2014-09-30,1000000
